Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33692284,06/26/2016 10:52:00 PM,07/03/2016 02:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,89 DOUGLASS STREET,DOUGLASS STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2016 02:15:00 PM,06 BROOKLYN,BROOKLYN,986580,188169,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.683156898392085,-73.9915990892256,"(40.683156898392085, -73.9915990892256)"
33695079,06/26/2016 11:12:33 AM,06/26/2016 11:22:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11231,215 UNION STREET,UNION STREET,HENRY STREET,CLINTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/26/2016 07:12:33 PM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2016 11:22:53 AM,06 BROOKLYN,BROOKLYN,984470,188235,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.683338357285194,-73.99920677879966,"(40.683338357285194, -73.99920677879966)"
33704964,06/27/2016 10:32:00 AM,07/06/2016 12:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,175 DIKEMAN STREET,DIKEMAN STREET,CONOVER ST,FERRIS ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,07/06/2016 12:30:00 PM,06 BROOKLYN,BROOKLYN,979892,186383,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67825396779016,-74.0157117930007,"(40.67825396779016, -74.0157117930007)"
33706171,06/28/2016 10:26:00 AM,06/29/2016 10:27:00 AM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,295 SMITH STREET,SMITH STREET,SACKETT ST,UNION ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,06/29/2016 10:27:00 AM,06 BROOKLYN,BROOKLYN,985996,187721,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68192737484613,-73.99370484130436,"(40.68192737484613, -73.99370484130436)"
33709934,06/28/2016 10:08:00 AM,07/15/2016 01:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,93 DOUGLASS STREET,DOUGLASS STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/15/2016 01:00:00 PM,06 BROOKLYN,BROOKLYN,986610,188154,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6831157188622,-73.9914909282467,"(40.6831157188622, -73.9914909282467)"
33710062,06/28/2016 05:57:05 PM,06/28/2016 06:31:49 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,80 DWIGHT STREET,DWIGHT STREET,VERONA STREET,BUSH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 01:57:05 AM,The Police Department responded to the complaint and took action to fix the condition.,06/28/2016 06:31:49 PM,06 BROOKLYN,BROOKLYN,981804,185640,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676215335436034,-74.00881823560762,"(40.676215335436034, -74.00881823560762)"
33711127,06/28/2016 11:06:11 PM,06/28/2016 11:57:42 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,145 PIONEER STREET,PIONEER STREET,VAN BRUNT STREET,IMLAY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 07:06:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/28/2016 11:57:42 PM,06 BROOKLYN,BROOKLYN,981114,186686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679086151459934,-74.01130628673043,"(40.679086151459934, -74.01130628673043)"
33713846,06/28/2016 10:53:13 PM,06/29/2016 04:05:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11231,333 COURT STREET,COURT STREET,SACKETT STREET,UNION STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/29/2016 06:53:13 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/29/2016 04:05:42 AM,06 BROOKLYN,BROOKLYN,985443,188023,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68275638792135,-73.995698615301,"(40.68275638792135, -73.995698615301)"
33716804,06/30/2016 01:48:22 AM,06/30/2016 02:29:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11231,116 4 PLACE,4 PLACE,COURT STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 09:48:22 AM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 02:29:14 AM,06 BROOKLYN,BROOKLYN,984949,186179,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.677695079071945,-73.99747993317753,"(40.677695079071945, -73.99747993317753)"
33726751,06/30/2016 11:45:00 PM,07/08/2016 09:57:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11231,610 HENRY STREET,HENRY STREET,RAPELYE ST,3 PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,07/08/2016 09:57:00 PM,06 BROOKLYN,BROOKLYN,983868,187044,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68006932757277,-74.00137725293179,"(40.68006932757277, -74.00137725293179)"
33727317,06/30/2016 03:56:39 PM,06/30/2016 08:27:15 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,80 DWIGHT STREET,DWIGHT STREET,VERONA STREET,BUSH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2016 11:56:39 PM,The Police Department responded to the complaint and took action to fix the condition.,06/30/2016 08:27:15 PM,06 BROOKLYN,BROOKLYN,981804,185640,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676215335436034,-74.00881823560762,"(40.676215335436034, -74.00881823560762)"
33730474,07/01/2016 12:33:14 AM,07/01/2016 03:39:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11231,1 COMMERCE STREET,COMMERCE STREET,COLUMBIA STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 08:33:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/01/2016 03:39:55 AM,06 BROOKLYN,BROOKLYN,982638,186721,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679182627251905,-74.00581178588604,"(40.679182627251905, -74.00581178588604)"
33731396,06/30/2016 10:05:49 PM,07/01/2016 12:51:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,120 DIKEMAN STREET,DIKEMAN STREET,VAN BRUNT STREET,CONOVER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 06:05:49 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 12:51:55 AM,06 BROOKLYN,BROOKLYN,980386,185950,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67706571008763,-74.01393053840843,"(40.67706571008763, -74.01393053840843)"
33733238,07/01/2016 07:12:59 PM,07/01/2016 10:36:29 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,9A DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 03:12:59 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 10:36:29 PM,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67839759796297,-74.00626958851551,"(40.67839759796297, -74.00626958851551)"
33735420,07/01/2016 10:58:00 PM,07/05/2016 01:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11231,291 COURT STREET,COURT STREET,DOUGLASS ST,DE GRAW ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/05/2016 01:00:00 PM,06 BROOKLYN,BROOKLYN,985632,188536,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68416442848371,-73.99501706691154,"(40.68416442848371, -73.99501706691154)"
33735945,07/01/2016 11:12:02 PM,07/02/2016 02:39:28 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11231,292 COURT STREET,COURT STREET,DOUGLASS STREET,DE GRAW STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 07:12:02 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2016 02:39:05 AM,06 BROOKLYN,BROOKLYN,985622,188526,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6841369823214,-73.99505312490342,"(40.6841369823214, -73.99505312490342)"
33737201,07/01/2016 11:30:38 AM,07/01/2016 04:51:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11231,365 BOND STREET,BOND STREET,1 STREET,2 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/01/2016 07:30:38 PM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 04:51:26 PM,06 BROOKLYN,BROOKLYN,986755,186296,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67801589078201,-73.99096881578231,"(40.67801589078201, -73.99096881578231)"
33737890,07/01/2016 10:24:51 PM,07/01/2016 11:14:47 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,9 LORRAINE STREET,LORRAINE STREET,OTSEGO STREET,COLUMBIA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 06:24:51 AM,The Police Department responded to the complaint and took action to fix the condition.,07/01/2016 11:14:47 PM,06 BROOKLYN,BROOKLYN,981662,185217,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67505425538605,-74.00933000672438,"(40.67505425538605, -74.00933000672438)"
33737924,07/01/2016 11:20:54 PM,07/02/2016 02:39:26 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11231,292 COURT STREET,COURT STREET,DOUGLASS STREET,DE GRAW STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 07:20:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2016 02:38:48 AM,06 BROOKLYN,BROOKLYN,985622,188526,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6841369823214,-73.99505312490342,"(40.6841369823214, -73.99505312490342)"
33740387,07/02/2016 06:01:19 AM,07/02/2016 06:31:26 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11231,177 DIKEMAN STREET,DIKEMAN STREET,CONOVER STREET,FERRIS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 02:01:19 PM,The Police Department responded to the complaint and determined that police action was not necessary.,07/02/2016 06:31:26 AM,06 BROOKLYN,BROOKLYN,979878,186396,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67828964294528,-74.01576227529777,"(40.67828964294528, -74.01576227529777)"
33741502,07/02/2016 12:02:00 PM,07/09/2016 08:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,,,,,5 STREET,HOYT STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/09/2016 08:30:00 AM,06 BROOKLYN,BROOKLYN,985753,185781,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67660255896065,-73.99458140430961,"(40.67660255896065, -73.99458140430961)"
33742288,07/02/2016 04:03:00 PM,07/09/2016 12:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11231,435 HOYT STREET,HOYT STREET,4 ST,5 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/09/2016 12:00:00 PM,06 BROOKLYN,BROOKLYN,985790,185844,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67677547338243,-73.99444799800459,"(40.67677547338243, -73.99444799800459)"
33742944,07/02/2016 05:54:33 AM,07/02/2016 06:28:14 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11231,177 DIKEMAN STREET,DIKEMAN STREET,CONOVER STREET,FERRIS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 01:54:33 PM,The Police Department responded to the complaint and determined that police action was not necessary.,07/02/2016 06:28:14 AM,06 BROOKLYN,BROOKLYN,979878,186396,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67828964294528,-74.01576227529777,"(40.67828964294528, -74.01576227529777)"
33743886,07/02/2016 03:03:34 PM,07/02/2016 05:19:50 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,59 3 PLACE,3 PLACE,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/02/2016 11:03:34 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/02/2016 05:18:54 PM,06 BROOKLYN,BROOKLYN,984531,186675,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67905650998878,-73.99898690524542,"(40.67905650998878, -73.99898690524542)"
33743992,07/02/2016 03:31:00 PM,07/05/2016 04:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11231,202 COFFEY STREET,COFFEY STREET,FERRIS ST,UNNAMED ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/05/2016 04:45:00 PM,06 BROOKLYN,BROOKLYN,979506,186390,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67827298275731,-74.01710343444738,"(40.67827298275731, -74.01710343444738)"
33746438,07/02/2016 05:06:00 PM,07/09/2016 09:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,,,,,5 STREET,SMITH STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/09/2016 09:15:00 AM,06 BROOKLYN,BROOKLYN,985228,186086,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.677439788660834,-73.99647408309279,"(40.677439788660834, -73.99647408309279)"
33747042,07/03/2016 08:38:22 AM,07/03/2016 09:30:37 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11231,421 BOND STREET,BOND STREET,3 STREET,4 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/03/2016 04:38:22 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/03/2016 09:30:37 AM,06 BROOKLYN,BROOKLYN,986399,185732,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.676467931764336,-73.99225246930142,"(40.676467931764336, -73.99225246930142)"
33748593,07/03/2016 08:40:07 AM,07/03/2016 09:24:19 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11231,177 DIKEMAN STREET,DIKEMAN STREET,CONOVER STREET,FERRIS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/03/2016 04:40:07 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/03/2016 09:24:19 AM,06 BROOKLYN,BROOKLYN,979878,186396,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67828964294528,-74.01576227529777,"(40.67828964294528, -74.01576227529777)"
33749486,07/03/2016 11:35:42 PM,07/04/2016 08:24:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,26 DIKEMAN STREET,DIKEMAN STREET,DWIGHT STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2016 07:35:42 AM,The Police Department responded to the complaint and took action to fix the condition.,07/04/2016 08:24:54 AM,06 BROOKLYN,BROOKLYN,981199,185224,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67507332134547,-74.01099917259457,"(40.67507332134547, -74.01099917259457)"
33750409,07/03/2016 11:59:24 PM,07/04/2016 08:24:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,20 DIKEMAN STREET,DIKEMAN STREET,DWIGHT STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2016 07:59:24 AM,The Police Department responded to the complaint and took action to fix the condition.,07/04/2016 08:24:57 AM,06 BROOKLYN,BROOKLYN,981237,185190,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.674980012015965,-74.0108621634411,"(40.674980012015965, -74.0108621634411)"
33750927,07/03/2016 11:15:01 PM,07/04/2016 08:24:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,20 DIKEMAN STREET,DIKEMAN STREET,DWIGHT STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2016 07:15:01 AM,The Police Department responded to the complaint and took action to fix the condition.,07/04/2016 08:24:55 AM,06 BROOKLYN,BROOKLYN,981237,185190,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.674980012015965,-74.0108621634411,"(40.674980012015965, -74.0108621634411)"
33751149,07/03/2016 11:23:16 PM,07/04/2016 08:25:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,20 DIKEMAN STREET,DIKEMAN STREET,DWIGHT STREET,RICHARDS STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/04/2016 07:23:16 AM,The Police Department responded to the complaint and took action to fix the condition.,07/04/2016 08:25:01 AM,06 BROOKLYN,BROOKLYN,981237,185190,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.674980012015965,-74.0108621634411,"(40.674980012015965, -74.0108621634411)"
33751584,07/03/2016 12:11:16 PM,07/03/2016 01:46:33 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,495 COLUMBIA STREET,COLUMBIA STREET,CENTRE MALL,BUSH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/03/2016 08:11:16 PM,The Police Department responded to the complaint and took action to fix the condition.,07/03/2016 01:46:33 PM,06 BROOKLYN,BROOKLYN,982242,185411,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6755868922495,-74.00723910475746,"(40.6755868922495, -74.00723910475746)"
33754596,07/04/2016 09:18:00 AM,07/06/2016 11:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,546 CLINTON STREET,CLINTON STREET,LUQUER ST,NELSON ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/06/2016 11:00:00 AM,06 BROOKLYN,BROOKLYN,984095,186070,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67739592494404,-74.00055881059409,"(40.67739592494404, -74.00055881059409)"
33757836,07/04/2016 11:06:51 PM,07/05/2016 04:52:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,,,,,RICHARDS STREET,VISITATION PLACE,INTERSECTION,BROOKLYN,,Precinct,Closed,07/05/2016 07:06:51 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/05/2016 04:52:20 AM,06 BROOKLYN,BROOKLYN,981776,186447,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67843036034174,-74.00891947649279,"(40.67843036034174, -74.00891947649279)"
33760639,07/05/2016 03:42:17 PM,07/05/2016 09:21:53 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,25 1 PLACE,1 PLACE,HENRY STREET,CLINTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/05/2016 11:42:17 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/05/2016 09:21:53 PM,06 BROOKLYN,BROOKLYN,984269,187446,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68117273453932,-73.99993149675738,"(40.68117273453932, -73.99993149675738)"
33765187,07/05/2016 06:29:00 PM,07/08/2016 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,241 KANE STREET,KANE STREET,TOMPKINS PL,COURT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,07/08/2016 01:45:00 AM,06 BROOKLYN,BROOKLYN,985603,189094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68569601548124,-73.99512151713468,"(40.68569601548124, -73.99512151713468)"
33766083,07/05/2016 10:03:00 PM,07/08/2016 01:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11231,BUTLER STREET,BUTLER STREET,COURT STREET,SMITH STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/08/2016 01:15:00 AM,06 BROOKLYN,BROOKLYN,986084,188709,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68463919187584,-73.9933872906276,"(40.68463919187584, -73.9933872906276)"
